Label,Text,Standard text,Desc
Skill,Usability evaluations,Usability evaluations,Usability evaluations
Knowledge,Responsible design,Responsible design,Responsible design
Knowledge,Web and mobile technologies,Web and mobile technologies,Web and mobile technologies
Knowledge,"Design tools (Figma, Sketch)",Figma,Figma
Other,Work/life balance,Work/life balance,Work/life balance
Ability,Direction-taking,Direction-taking,Direction-taking
Knowledge,Privacy regulations,Privacy regulations,Privacy regulations
Skill,Design craft and quality,Design,Design
Knowledge,Product sensibility,Product sensibility,Product sensibility
Knowledge,Typography,Typography,Typography
Knowledge,Pixel perfect deliverables,Pixel perfect deliverables,Pixel perfect deliverables
Skill,Strategic problem-solving,Strategic problem-solving,Strategic problem-solving
Skill,Storytelling skills,Storytelling skills,Storytelling skills
Skill,Ability to handle ambiguity,Adaptability,Adaptability
Ability,Accepting critique,Accepting critique,Accepting critique
Ability,Learning from different perspectives,Learning from different perspectives,Learning from different perspectives
Skill,Experience in building consumer-grade products,Experience in building consumer-grade products,Experience in building consumer-grade products
Skill,Experience in building enterprise products,Experience in building enterprise products,Experience in building enterprise products
Knowledge,B2B2C experience,B2B2C experience,B2B2C experience
Knowledge,Interest in credit products,Interest in credit products,Interest in credit products
Knowledge,Financial product knowledge,Financial industry knowledge,Financial industry knowledge
Other,Remote work flexibility,Remote work flexibility,Remote work flexibility
Skill,Global remote work experience,Remote work experience,Remote work experience
Ability,Customer-focused solutions,Customer relationships,Customer relationships
Ability,Feedback and critique,Feedback and critique,Feedback and critique
Ability,Mentoring and coaching,Mentoring,Mentoring
Skill,Workshop facilitation,Workshop facilitation,Workshop facilitation
Ability,High-fidelity design,High availability design,High availability design
Skill,Complex problem-solving,Complex problem-solving,Complex problem-solving
Skill,Workflow optimization,Workflow optimization,Workflow optimization
Ability,Communication and persuasion,Communication and persuasion,Communication and persuasion
Skill,Employee experience,Employee experience,Employee experience
Ability,Appreciation and belonging,Appreciation,Appreciation
Ability,Growth and development,Growth,Growth
Ability,Compensation and benefits, Negotiation, Negotiation
Other,"Medical, dental, and vision insurance","Medical, dental, and vision insurance","Medical, dental, and vision insurance"
Other,Disability coverage,Disability coverage,Disability coverage
Other,Paid time off,Paid time off,Paid time off
Other,Volunteerism,Volunteerism,Volunteerism
Knowledge,Stock purchase programs,Stock purchase programs,Stock purchase programs
Skill,Sales performance,Sales performance,Sales performance
Skill,Quota attainment,Quota attainment,Quota attainment
Skill,Incentive compensation,Incentive compensation,Incentive compensation
Skill,Revenue generation,Revenue generation,Revenue generation
Skill,Strategic sales objectives.,Strategic sales objectives.,Strategic sales objectives.
Ability,Strategic design leadership,Leadership ,Leadership 
Ability,Excellence,Excellence,Excellence
Knowledge,Product vision,Product design,Product design
Skill,Roadmap,Roadmapping,Roadmapping
Skill,User needs,User needs,User needs
Knowledge,User behaviors,Customer behavior analysis,Customer behavior analysis
Skill,User interviews,User interviews,User interviews
Skill,Design solutions,Design,Design
Knowledge,Wireframes,Wireframing,Wireframing
Skill,Mockups,Mockups,Mockups
Knowledge,Design patterns,Design patterns,Design patterns
Skill,Product usability,Product usability,Product usability
Ability,Desirability,Desirability,Desirability
Other,Technical feasibility,Technical feasibility,Technical feasibility
Knowledge,Visual design excellence,Visual design,Visual design
Ability,Consistency,Consistency,Consistency
Ability,Coherence,Coherence,Coherence
Skill,Brand guidelines,Brand guidelines,Brand guidelines
Knowledge,Design principles,Design principles,Design principles
Skill,Interfaces,Interfaces,Interfaces
Ability,Intuitive,Intuitive,Intuitive
Ability,Accessible,Accessible,Accessible
Ability,Engaging,Engaging,Engaging
Knowledge,Industry trends,Industry knowledge,Industry knowledge
Knowledge,Digital product design,Digital product design,Digital product design
Ability,Learning,Learning,Learning
Knowledge,Improvement,Continuous improvement,Continuous improvement
Ability,Adoption,Adoption,Adoption
Knowledge,Tools,Modeling tools,Modeling tools
Knowledge,Processes,Business processes,Business processes
Knowledge,Methodologies,Agile methodologies,Agile methodologies
Knowledge,Human Computer Interaction,Human Computer Interaction,Human Computer Interaction
Other,Related field,Related field,Related field
Other,Experience in product design for digital platforms,Experience in product design for digital platforms,Experience in product design for digital platforms
Knowledge,Prototyping and wireframing,Prototyping and wireframing,Prototyping and wireframing
Skill,Collaboration with multidisciplinary teams,Collaboration,Collaboration
Ability,Continuous iteration and improvement, Continuous learning, Continuous learning
Skill,Adaptability to changing environments,Adaptability,Adaptability
Knowledge,"Knowledge of design tools such as Sketch, Figma, and Adobe XD",Figma,Figma
Knowledge,Agile work methodology,Agile framework,Agile framework
Skill,Communication and collaboration skills,Communication,Communication
Knowledge,Understanding of design principles and current trends,Design principles,Design principles
Skill,Ability to work remotely,Ability to work independently,Ability to work independently
Ability,Time management and prioritization,Time management,Time management
Knowledge,Legal benefits,Legal document review,Legal document review
Ability,Flexibility in work schedule,Flexibility,Flexibility
Other,Knowledge of different time zones,Knowledge of different time zones,Knowledge of different time zones
Skill,Familiarity with hybrid or in-person work formats,Collaboration,Collaboration
Knowledge,Fluency in English,Fluent in English,Fluent in English
Knowledge,Access to training and certifications,Security and technology certifications,Security and technology certifications
Skill,Multicultural team experience,Multicultural teamwork,Multicultural teamwork
Other,Great Place to Work certification.,Great Place to Work certification.,Great Place to Work certification.
Knowledge,"Install, configure, manage, maintain, test, evaluate, and repair computer networks","Install, configure, manage, maintain, test, evaluate, and repair computer networks","Install, configure, manage, maintain, test, evaluate, and repair computer networks"
Knowledge,Workstations support,Workstations support,Workstations support
Knowledge,Server system(s) support,Operating systems,Operating systems
Knowledge,Hardware/software support,Deployment support,Deployment support
Knowledge,User account management,Account Management,Account Management
Skill,Computer/telephone room management,Computer/telephone room management,Computer/telephone room management
Skill,Training/instruction,Training/instruction,Training/instruction
Knowledge,Security management,Security,Security
Knowledge,Troubleshooting/repair/resolution,Troubleshooting/repair,Troubleshooting/repair
Ability,Technical problem solving,Technical visioning,Technical visioning
Knowledge,Network communications support,Network communications,Network communications
Skill,Vendor/technician coordination,Vendor/technician coordination,Vendor/technician coordination
Ability,Needs assessment,People management,People management
Knowledge,System requirements analysis,System requirements analysis,System requirements analysis
Knowledge,Equipment inspection/testing/diagnosis,Equipment inspection/testing/diagnosis,Equipment inspection/testing/diagnosis
Skill,Installation coordination,Installation coordination,Installation coordination
Knowledge,Network security planning/implementation,Network security,Network security
Knowledge,End-user support,End-user support,End-user support
Knowledge,Disk space management,Disk space management,Disk space management
Knowledge,Command execution,Command execution,Command execution
Knowledge,Control activation,Control activation,Control activation
Knowledge,Policy/procedure adherence,Policy/procedure adherence,Policy/procedure adherence
Skill,Accident/injury reporting,Accident/injury reporting,Accident/injury reporting
Ability,Confidentiality maintenance,Confidentiality,Confidentiality
Skill,Guest service,Guest service,Guest service
Skill,Productivity improvement,Productivity,Productivity
Knowledge,Safety management,Safety management,Safety management
Knowledge,Cost-savings management,Budgeting,Budgeting
Skill,"Physical strength (lifting, carrying, pushing, pulling)","Physical strength (lifting, carrying, pushing, pulling)","Physical strength (lifting, carrying, pushing, pulling)"
Skill,Standing/sitting/walking for extended periods,Standing/sitting/walking for extended periods,Standing/sitting/walking for extended periods
Knowledge,Information retrieval,Information retrieval,Information retrieval
